altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,power,speed,timestamp
259.4,91,720.31,259.4,7.742,153,229,7.742,2024-06-05 11:00:59
257.79999999999995,87,729.2,257.79999999999995,8.89,149,225,8.89,2024-06-05 11:01:00
256.20000000000005,90,737.19,256.20000000000005,7.995,152,215,7.995,2024-06-05 11:01:01
255.20000000000005,90,745.29,255.20000000000005,8.102,152,205,8.102,2024-06-05 11:01:02
253.60000000000002,91,753.43,253.60000000000002,8.131,147,194,8.131,2024-06-05 11:01:03
253.20000000000005,92,760.83,253.20000000000005,7.407,160,251,7.407,2024-06-05 11:01:04
255.0,92,768.71,255.0,7.88,155,250,7.88,2024-06-05 11:01:05
254.79999999999995,78,777.16,254.79999999999995,8.451,160,212,8.451,2024-06-05 11:01:06
259.20000000000005,84,785.31,259.20000000000005,8.149,153,236,8.149,2024-06-05 11:01:07
253.60000000000002,89,793.13,253.60000000000002,7.815,138,260,7.815,2024-06-05 11:01:08
253.79999999999995,88,800.93,253.79999999999995,7.806,133,263,7.806,2024-06-05 11:01:09
256.6,88,808.25,256.6,7.319,151,236,7.319,2024-06-05 11:01:10
251.60000000000002,86,816.07,251.60000000000002,7.813,142,203,7.813,2024-06-05 11:01:11
259.6,94,823.94,259.6,7.874,162,222,7.874,2024-06-05 11:01:12
256.4,91,831.39,256.4,7.446,148,241,7.446,2024-06-05 11:01:13
255.0,89,839.93,255.0,8.546,150,204,8.546,2024-06-05 11:01:14
257.20000000000005,85,848.99,257.20000000000005,9.063,151,194,9.063,2024-06-05 11:01:15
257.20000000000005,89,857.54,257.20000000000005,8.55,138,212,8.55,2024-06-05 11:01:16
257.20000000000005,85,865.55,257.20000000000005,8.008,161,221,8.008,2024-06-05 11:01:17
255.20000000000005,88,874.02,255.20000000000005,8.472,140,214,8.472,2024-06-05 11:01:18
258.6,85,882.02,258.6,7.994,145,216,7.994,2024-06-05 11:01:19
253.79999999999995,86,889.67,253.79999999999995,7.649,140,252,7.649,2024-06-05 11:01:20
256.0,90,897.9,256.0,8.23,146,188,8.23,2024-06-05 11:01:21
257.4,79,906.23,257.4,8.329,151,186,8.329,2024-06-05 11:01:22
258.20000000000005,85,914.41,258.20000000000005,8.181,161,232,8.181,2024-06-05 11:01:23
253.60000000000002,87,922.48,253.60000000000002,8.073,156,236,8.073,2024-06-05 11:01:24
258.0,88,929.75,258.0,7.268,143,222,7.268,2024-06-05 11:01:25
255.60000000000002,89,938.22,255.60000000000002,8.47,136,242,8.47,2024-06-05 11:01:26
252.60000000000002,93,947.05,252.60000000000002,8.833,146,229,8.833,2024-06-05 11:01:27
256.4,101,955.28,256.4,8.227,150,235,8.227,2024-06-05 11:01:28
250.60000000000002,92,962.23,250.60000000000002,6.948,152,244,6.948,2024-06-05 11:01:29
253.39999999999998,91,970.4,253.39999999999998,8.175,149,227,8.175,2024-06-05 11:01:30
255.0,84,978.71,255.0,8.314,143,189,8.314,2024-06-05 11:01:31
254.39999999999998,98,986.5,254.39999999999998,7.79,135,226,7.79,2024-06-05 11:01:32
255.39999999999998,91,994.08,255.39999999999998,7.573,165,219,7.573,2024-06-05 11:01:33
256.79999999999995,87,1001.69,256.79999999999995,7.611,164,245,7.611,2024-06-05 11:01:34
255.20000000000005,94,1010.07,255.20000000000005,8.378,148,197,8.378,2024-06-05 11:01:35
257.0,96,1018.68,257.0,8.615,166,216,8.615,2024-06-05 11:01:36
255.39999999999998,91,1026.19,255.39999999999998,7.505,160,186,7.505,2024-06-05 11:01:37
254.39999999999998,91,1033.9,254.39999999999998,7.71,143,216,7.71,2024-06-05 11:01:38
253.39999999999998,90,1042.01,253.39999999999998,8.112,159,225,8.112,2024-06-05 11:01:39
254.60000000000002,83,1050.13,254.60000000000002,8.115,157,208,8.115,2024-06-05 11:01:40
252.60000000000002,96,1058.44,252.60000000000002,8.312,153,230,8.312,2024-06-05 11:01:41
256.4,85,1065.91,256.4,7.474,151,228,7.474,2024-06-05 11:01:42
255.79999999999995,97,1073.4,255.79999999999995,7.491,140,201,7.491,2024-06-05 11:01:43
255.79999999999995,93,1081.13,255.79999999999995,7.724,147,258,7.724,2024-06-05 11:01:44
253.79999999999995,94,1089.26,253.79999999999995,8.136,132,209,8.136,2024-06-05 11:01:45
257.0,84,1097.06,257.0,7.8,163,247,7.8,2024-06-05 11:01:46
254.60000000000002,82,1105.03,254.60000000000002,7.969,145,233,7.969,2024-06-05 11:01:47
253.60000000000002,86,1113.01,253.60000000000002,7.975,149,216,7.975,2024-06-05 11:01:48
254.79999999999995,88,1119.82,254.79999999999995,6.819,135,212,6.819,2024-06-05 11:01:49
255.39999999999998,85,1128.15,255.39999999999998,8.327,160,251,8.327,2024-06-05 11:01:50
255.79999999999995,96,1136.91,255.79999999999995,8.761,145,215,8.761,2024-06-05 11:01:51
257.4,90,1145.07,257.4,8.158,128,203,8.158,2024-06-05 11:01:52
257.4,96,1153.45,257.4,8.377,139,244,8.377,2024-06-05 11:01:53
256.6,96,1162.07,256.6,8.622,147,217,8.622,2024-06-05 11:01:54
252.60000000000002,82,1169.75,252.60000000000002,7.684,140,219,7.684,2024-06-05 11:01:55
254.39999999999998,94,1177.24,254.39999999999998,7.484,157,212,7.484,2024-06-05 11:01:56
254.79999999999995,86,1185.78,254.79999999999995,8.543,132,233,8.543,2024-06-05 11:01:57
255.79999999999995,89,1194.05,255.79999999999995,8.273,158,226,8.273,2024-06-05 11:01:58
252.79999999999995,94,1202.1,252.79999999999995,8.051,141,212,8.051,2024-06-05 11:01:59
256.20000000000005,87,1210.37,256.20000000000005,8.269,157,206,8.269,2024-06-05 11:02:00
255.79999999999995,95,1218.97,255.79999999999995,8.594,147,220,8.594,2024-06-05 11:02:01
255.20000000000005,85,1227.32,255.20000000000005,8.355,143,221,8.355,2024-06-05 11:02:02
256.20000000000005,95,1236.41,256.20000000000005,9.088,149,190,9.088,2024-06-05 11:02:03
256.0,92,1244.12,256.0,7.715,150,264,7.715,2024-06-05 11:02:04
253.79999999999995,80,1253.2,253.79999999999995,9.08,141,256,9.08,2024-06-05 11:02:05
257.0,90,1261.1,257.0,7.895,149,227,7.895,2024-06-05 11:02:06
257.79999999999995,88,1269.5,257.79999999999995,8.404,140,232,8.404,2024-06-05 11:02:07
252.79999999999995,84,1277.2,252.79999999999995,7.695,154,256,7.695,2024-06-05 11:02:08
258.79999999999995,87,1284.95,258.79999999999995,7.75,146,223,7.75,2024-06-05 11:02:09
255.79999999999995,85,1292.7,255.79999999999995,7.755,172,172,7.755,2024-06-05 11:02:10
255.39999999999998,101,1300.75,255.39999999999998,8.043,146,205,8.043,2024-06-05 11:02:11
257.0,95,1307.94,257.0,7.192,132,218,7.192,2024-06-05 11:02:12
255.39999999999998,88,1315.77,255.39999999999998,7.831,143,224,7.831,2024-06-05 11:02:13
254.60000000000002,84,1323.87,254.60000000000002,8.101,155,248,8.101,2024-06-05 11:02:14
255.0,95,1331.5,255.0,7.631,140,232,7.631,2024-06-05 11:02:15
256.0,84,1339.58,256.0,8.08,159,232,8.08,2024-06-05 11:02:16
260.4,78,1347.3,260.4,7.719,165,218,7.719,2024-06-05 11:02:17
254.39999999999998,86,1354.76,254.39999999999998,7.456,148,214,7.456,2024-06-05 11:02:18
256.79999999999995,97,1363.4,256.79999999999995,8.646,166,233,8.646,2024-06-05 11:02:19
252.0,92,1371.36,252.0,7.962,150,260,7.962,2024-06-05 11:02:20
253.79999999999995,88,1379.62,253.79999999999995,8.258,140,174,8.258,2024-06-05 11:02:21
254.0,87,1386.96,254.0,7.337,156,229,7.337,2024-06-05 11:02:22
253.20000000000005,98,1395.36,253.20000000000005,8.402,168,221,8.402,2024-06-05 11:02:23
255.39999999999998,95,1402.53,255.39999999999998,7.165,146,256,7.165,2024-06-05 11:02:24
256.4,95,1410.37,256.4,7.844,141,256,7.844,2024-06-05 11:02:25
254.39999999999998,95,1417.51,254.39999999999998,7.136,149,191,7.136,2024-06-05 11:02:26
258.6,85,1426.02,258.6,8.508,144,212,8.508,2024-06-05 11:02:27
256.20000000000005,92,1434.37,256.20000000000005,8.357,137,186,8.357,2024-06-05 11:02:28
259.79999999999995,83,1442.57,259.79999999999995,8.196,157,261,8.196,2024-06-05 11:02:29
255.20000000000005,88,1450.48,255.20000000000005,7.909,145,246,7.909,2024-06-05 11:02:30
255.39999999999998,85,1458.05,255.39999999999998,7.571,143,200,7.571,2024-06-05 11:02:31
253.0,84,1465.91,253.0,7.861,151,205,7.861,2024-06-05 11:02:32
254.79999999999995,91,1473.3,254.79999999999995,7.388,127,218,7.388,2024-06-05 11:02:33
256.0,88,1481.29,256.0,7.992,163,223,7.992,2024-06-05 11:02:34
254.79999999999995,89,1489.18,254.79999999999995,7.89,158,185,7.89,2024-06-05 11:02:35
254.20000000000005,90,1496.97,254.20000000000005,7.789,138,224,7.789,2024-06-05 11:02:36
254.39999999999998,94,1504.69,254.39999999999998,7.717,148,205,7.717,2024-06-05 11:02:37
258.20000000000005,96,1512.37,258.20000000000005,7.68,171,219,7.68,2024-06-05 11:02:38
255.39999999999998,82,1519.49,255.39999999999998,7.121,148,233,7.121,2024-06-05 11:02:39
255.79999999999995,90,1527.48,255.79999999999995,7.993,143,214,7.993,2024-06-05 11:02:40
253.60000000000002,85,1535.65,253.60000000000002,8.164,157,216,8.164,2024-06-05 11:02:41
253.79999999999995,92,1544.05,253.79999999999995,8.407,143,230,8.407,2024-06-05 11:02:42
254.39999999999998,94,1550.44,254.39999999999998,6.39,153,215,6.39,2024-06-05 11:02:43
256.0,89,1558.58,256.0,8.142,154,228,8.142,2024-06-05 11:02:44
251.39999999999998,86,1566.83,251.39999999999998,8.246,163,225,8.246,2024-06-05 11:02:45
259.79999999999995,95,1575.08,259.79999999999995,8.248,161,227,8.248,2024-06-05 11:02:46
255.20000000000005,90,1582.85,255.20000000000005,7.773,148,200,7.773,2024-06-05 11:02:47
258.4,90,1590.89,258.4,8.036,134,210,8.036,2024-06-05 11:02:48
251.39999999999998,88,1599.74,251.39999999999998,8.853,133,248,8.853,2024-06-05 11:02:49
254.60000000000002,90,1607.91,254.60000000000002,8.171,163,200,8.171,2024-06-05 11:02:50
254.20000000000005,87,1615.64,254.20000000000005,7.732,144,217,7.732,2024-06-05 11:02:51
253.0,91,1623.39,253.0,7.743,133,211,7.743,2024-06-05 11:02:52
254.20000000000005,92,1631.15,254.20000000000005,7.763,145,214,7.763,2024-06-05 11:02:53
251.39999999999998,86,1639.09,251.39999999999998,7.944,158,247,7.944,2024-06-05 11:02:54
253.0,88,1646.76,253.0,7.669,164,212,7.669,2024-06-05 11:02:55
256.20000000000005,82,1654.86,256.20000000000005,8.095,134,225,8.095,2024-06-05 11:02:56
257.6,94,1661.92,257.6,7.069,138,209,7.069,2024-06-05 11:02:57
256.6,93,1669.6,256.6,7.68,169,225,7.68,2024-06-05 11:02:58
253.0,92,1677.27,253.0,7.666,155,216,7.666,2024-06-05 11:02:59
256.6,89,1685.21,256.6,7.941,149,212,7.941,2024-06-05 11:03:00
253.39999999999998,82,1693.29,253.39999999999998,8.083,140,264,8.083,2024-06-05 11:03:01
256.6,90,1701.6,256.6,8.302,145,177,8.302,2024-06-05 11:03:02
255.60000000000002,93,1709.45,255.60000000000002,7.852,143,228,7.852,2024-06-05 11:03:03
257.20000000000005,90,1717.41,257.20000000000005,7.959,138,198,7.959,2024-06-05 11:03:04
254.79999999999995,95,1725.17,254.79999999999995,7.757,143,228,7.757,2024-06-05 11:03:05
257.20000000000005,86,1734.1,257.20000000000005,8.935,139,219,8.935,2024-06-05 11:03:06
255.79999999999995,87,1741.54,255.79999999999995,7.444,143,224,7.444,2024-06-05 11:03:07
255.0,90,1749.63,255.0,8.083,139,240,8.083,2024-06-05 11:03:08
255.39999999999998,90,1757.66,255.39999999999998,8.036,146,216,8.036,2024-06-05 11:03:09
254.20000000000005,81,1764.79,254.20000000000005,7.126,150,205,7.126,2024-06-05 11:03:10
257.6,84,1773.43,257.6,8.637,139,217,8.637,2024-06-05 11:03:11
253.20000000000005,97,1781.55,253.20000000000005,8.122,166,231,8.122,2024-06-05 11:03:12
254.79999999999995,94,1789.04,254.79999999999995,7.49,136,222,7.49,2024-06-05 11:03:13
253.79999999999995,88,1796.83,253.79999999999995,7.796,148,213,7.796,2024-06-05 11:03:14
255.79999999999995,93,1804.44,255.79999999999995,7.606,155,235,7.606,2024-06-05 11:03:15
254.60000000000002,91,1812.23,254.60000000000002,7.791,139,237,7.791,2024-06-05 11:03:16
254.60000000000002,77,1819.43,254.60000000000002,7.199,158,214,7.199,2024-06-05 11:03:17
257.0,86,1828.67,257.0,9.243,133,218,9.243,2024-06-05 11:03:18
252.79999999999995,82,1836.37,252.79999999999995,7.693,140,204,7.693,2024-06-05 11:03:19
255.79999999999995,91,1843.54,255.79999999999995,7.176,162,230,7.176,2024-06-05 11:03:20
255.20000000000005,94,1851.92,255.20000000000005,8.38,143,247,8.38,2024-06-05 11:03:21
255.60000000000002,84,1859.35,255.60000000000002,7.427,149,215,7.427,2024-06-05 11:03:22
258.0,99,1867.08,258.0,7.73,150,194,7.73,2024-06-05 11:03:23
250.39999999999998,92,1875.37,250.39999999999998,8.286,146,268,8.286,2024-06-05 11:03:24
256.0,81,1883.36,256.0,7.998,156,187,7.998,2024-06-05 11:03:25
257.20000000000005,99,1891.06,257.20000000000005,7.698,144,221,7.698,2024-06-05 11:03:26
251.20000000000005,90,1899.17,251.20000000000005,8.108,151,209,8.108,2024-06-05 11:03:27
254.60000000000002,91,1906.58,254.60000000000002,7.409,164,227,7.409,2024-06-05 11:03:28
256.20000000000005,84,1915.42,256.20000000000005,8.838,153,229,8.838,2024-06-05 11:03:29
256.4,92,1922.61,256.4,7.193,161,211,7.193,2024-06-05 11:03:30
254.0,85,1930.33,254.0,7.716,163,198,7.716,2024-06-05 11:03:31
255.79999999999995,97,1938.78,255.79999999999995,8.455,139,231,8.455,2024-06-05 11:03:32
255.39999999999998,86,1946.62,255.39999999999998,7.841,161,196,7.841,2024-06-05 11:03:33
252.20000000000005,91,1953.77,252.20000000000005,7.143,146,233,7.143,2024-06-05 11:03:34
255.20000000000005,81,1962.38,255.20000000000005,8.618,155,217,8.618,2024-06-05 11:03:35
254.60000000000002,85,1971.57,254.60000000000002,9.186,136,231,9.186,2024-06-05 11:03:36
253.60000000000002,87,1979.44,253.60000000000002,7.87,126,243,7.87,2024-06-05 11:03:37
256.20000000000005,86,1987.49,256.20000000000005,8.052,165,208,8.052,2024-06-05 11:03:38
251.79999999999995,83,1996.13,251.79999999999995,8.639,154,236,8.639,2024-06-05 11:03:39
255.79999999999995,91,2002.99,255.79999999999995,6.86,138,212,6.86,2024-06-05 11:03:40
249.79999999999995,93,2011.09,249.79999999999995,8.103,147,221,8.103,2024-06-05 11:03:41
253.60000000000002,91,2018.8,253.60000000000002,7.709,151,206,7.709,2024-06-05 11:03:42
257.6,85,2025.93,257.6,7.122,157,205,7.122,2024-06-05 11:03:43
253.20000000000005,84,2033.17,253.20000000000005,7.244,130,211,7.244,2024-06-05 11:03:44
255.79999999999995,91,2041.07,255.79999999999995,7.896,148,231,7.896,2024-06-05 11:03:45
252.79999999999995,91,2049.18,252.79999999999995,8.113,148,240,8.113,2024-06-05 11:03:46
254.20000000000005,97,2057.51,254.20000000000005,8.333,156,204,8.333,2024-06-05 11:03:47
254.39999999999998,89,2066.32,254.39999999999998,8.81,176,206,8.81,2024-06-05 11:03:48
254.60000000000002,77,2073.77,254.60000000000002,7.447,147,240,7.447,2024-06-05 11:03:49
254.60000000000002,90,2081.46,254.60000000000002,7.693,132,221,7.693,2024-06-05 11:03:50
254.39999999999998,89,2089.01,254.39999999999998,7.548,148,211,7.548,2024-06-05 11:03:51
253.79999999999995,93,2097.23,253.79999999999995,8.217,148,242,8.217,2024-06-05 11:03:52
257.4,82,2106.09,257.4,8.863,150,220,8.863,2024-06-05 11:03:53
257.79999999999995,85,2114.63,257.79999999999995,8.544,159,199,8.544,2024-06-05 11:03:54
257.79999999999995,94,2122.17,257.79999999999995,7.54,128,221,7.54,2024-06-05 11:03:55
254.20000000000005,95,2129.38,254.20000000000005,7.203,158,214,7.203,2024-06-05 11:03:56
253.39999999999998,91,2136.88,253.39999999999998,7.507,167,240,7.507,2024-06-05 11:03:57
253.20000000000005,88,2144.92,253.20000000000005,8.034,153,236,8.034,2024-06-05 11:03:58
254.79999999999995,96,2153.78,254.79999999999995,8.857,145,220,8.857,2024-06-05 11:03:59
255.60000000000002,95,2161.43,255.60000000000002,7.653,155,226,7.653,2024-06-05 11:04:00
253.39999999999998,96,2169.88,253.39999999999998,8.451,138,219,8.451,2024-06-05 11:04:01
257.0,88,2178.07,257.0,8.19,152,231,8.19,2024-06-05 11:04:02
258.6,87,2185.87,258.6,7.803,162,240,7.803,2024-06-05 11:04:03
252.60000000000002,83,2193.47,252.60000000000002,7.601,151,256,7.601,2024-06-05 11:04:04
255.20000000000005,84,2202.69,255.20000000000005,9.222,139,266,9.222,2024-06-05 11:04:05
255.0,87,2211.98,255.0,9.285,155,196,9.285,2024-06-05 11:04:06
254.20000000000005,91,2219.99,254.20000000000005,8.014,167,235,8.014,2024-06-05 11:04:07
251.0,86,2228.3,251.0,8.31,139,210,8.31,2024-06-05 11:04:08
259.20000000000005,86,2236.52,259.20000000000005,8.212,140,204,8.212,2024-06-05 11:04:09
258.6,88,2244.39,258.6,7.873,148,195,7.873,2024-06-05 11:04:10
256.0,90,2252.0,256.0,7.612,149,202,7.612,2024-06-05 11:04:11
253.0,88,2259.54,253.0,7.539,143,246,7.539,2024-06-05 11:04:12
256.79999999999995,84,2267.24,256.79999999999995,7.696,126,215,7.696,2024-06-05 11:04:13
256.4,98,2274.81,256.4,7.57,148,242,7.57,2024-06-05 11:04:14
257.6,92,2282.07,257.6,7.265,140,227,7.265,2024-06-05 11:04:15
255.20000000000005,82,2290.48,255.20000000000005,8.412,157,269,8.412,2024-06-05 11:04:16
255.0,99,2298.31,255.0,7.824,140,226,7.824,2024-06-05 11:04:17
252.79999999999995,88,2307.0,252.79999999999995,8.688,162,200,8.688,2024-06-05 11:04:18
256.20000000000005,91,2314.06,256.20000000000005,7.06,185,244,7.06,2024-06-05 11:04:19
255.60000000000002,88,2322.08,255.60000000000002,8.029,160,221,8.029,2024-06-05 11:04:20
256.20000000000005,95,2330.34,256.20000000000005,8.26,118,243,8.26,2024-06-05 11:04:21
252.20000000000005,84,2338.68,252.20000000000005,8.339,155,221,8.339,2024-06-05 11:04:22
254.60000000000002,95,2346.84,254.60000000000002,8.156,144,250,8.156,2024-06-05 11:04:23
257.20000000000005,83,2355.48,257.20000000000005,8.64,150,196,8.64,2024-06-05 11:04:24
256.4,93,2363.4,256.4,7.916,147,249,7.916,2024-06-05 11:04:25
259.0,91,2371.09,259.0,7.693,155,228,7.693,2024-06-05 11:04:26
256.79999999999995,95,2378.84,256.79999999999995,7.754,155,243,7.754,2024-06-05 11:04:27
254.0,86,2386.91,254.0,8.066,143,258,8.066,2024-06-05 11:04:28
252.79999999999995,97,2395.05,252.79999999999995,8.146,155,214,8.146,2024-06-05 11:04:29
256.20000000000005,86,2403.25,256.20000000000005,8.191,150,222,8.191,2024-06-05 11:04:30
261.0,86,2409.41,261.0,6.169,148,159,6.169,2024-06-05 11:04:31
261.20000000000005,84,2416.16,261.20000000000005,6.751,133,153,6.751,2024-06-05 11:04:32
258.6,78,2422.59,258.6,6.426,128,201,6.426,2024-06-05 11:04:33
262.20000000000005,78,2429.39,262.20000000000005,6.8,143,164,6.8,2024-06-05 11:04:34
257.6,84,2435.61,257.6,6.217,135,206,6.217,2024-06-05 11:04:35
259.79999999999995,71,2442.38,259.79999999999995,6.77,123,191,6.77,2024-06-05 11:04:36
260.0,80,2448.87,260.0,6.497,132,161,6.497,2024-06-05 11:04:37
264.0,78,2455.78,264.0,6.908,124,177,6.908,2024-06-05 11:04:38
